"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name","Broad_category","Policytype_detail_new","Market_non_market","label","High_income"
"784","Buildings","MEPS of appliances","PER",2017,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"785","Electricity","Auction","DEU",2017,4,"MBI","Subsidy",2,1,0,1,0,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"786","Electricity","Auction","BRA",2017,3,"MBI","Subsidy",3,-1,0,1,0,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"787","Electricity","Auction","POL",2017,6,"MBI","Subsidy",6,6,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"788","Electricity","Auction","IND",2017,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"789","Electricity","Auction","JPN",2017,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"790","Electricity","Auction","TUR",2017,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"791","Electricity","Auction","NLD",2017,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"792","Electricity","Auction","KOR",2017,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"793","Electricity","Auction","FRA",2017,3,"MBI","Subsidy",3,0,0,1,0,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"794","Electricity","BanPhaseOutCoal","AUT",2017,6,"NMBI","Technology Standards",4,6,0,1,0,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"795","Electricity","BanPhaseOutCoal","BEL",2017,8,"NMBI","Technology Standards",4,8,0,1,0,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"796","Electricity","BanPhaseOutCoal","CHE",2017,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"797","Electricity","BanPhaseOutCoal","NZL",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"798","Electricity","BanPhaseOutCoal","PRT",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"799","Electricity","BanPhaseOutCoal","MEX",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",0
"800","Electricity","BanPhaseOutCoal","NLD",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"801","Electricity","BanPhaseOutCoal","SWE",2017,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"802","Electricity","BanPhaseOutCoal","DNK",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"803","Electricity","BanPhaseOutCoal","FIN",2017,5,"NMBI","Technology Standards",4,5,0,1,0,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"804","Electricity","BanPhaseOutCoal","FRA",2017,6,"NMBI","Technology Standards",4,6,0,1,0,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"805","Electricity","BanPhaseOutCoal","GBR",2017,6,"NMBI","Technology Standards",4,4,0,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"806","Electricity","BanPhaseOutCoal","CAN",2017,5,"NMBI","Technology Standards",4,5,0,1,0,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"807","Electricity","BanPhaseOutCoal","ITA",2017,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"808","Electricity","Carbon Tax Electricity","CAN",2017,5,"MBI","Carbon Pricing",3,3,0,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"809","Electricity","Carbon Tax Electricity","COL",2017,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"810","Electricity","ETS Electricity","CAN",2017,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"811","Electricity","Feed-In-Tariffs","IDN",2017,7,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",0
"812","Electricity","Feed-In-Tariffs","HUN",2017,2,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"813","Electricity","Fossil Fuel Subsidies Electricity","POL",2017,6,"MBI","Carbon Pricing",3,1,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"814","Electricity","PlanningRenewablesExpansion","NZL",2017,9,"NMBI","Other regulatory instruments",3,7,0,1,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"815","Electricity","PlanningRenewablesExpansion","TUR",2017,9,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"816","Electricity","PlanningRenewablesExpansion","BGR",2017,4,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"817","Electricity","PlanningRenewablesExpansion","ARG",2017,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"818","Electricity","PlanningRenewablesExpansion","DEU",2017,6,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"819","Electricity","PlanningRenewablesExpansion","PRT",2017,7,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"820","Electricity","PlanningRenewablesExpansion","GRC",2017,9,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"821","Electricity","PlanningRenewablesExpansion","MEX",2017,6,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"822","Industry","Carbon tax","FRA",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Carbon tax","Taxation","","Market","jump",1
"823","Industry","Carbon Tax Industry","COL",2017,5,"MBI","Carbon Pricing",5,5,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"824","Industry","Carbon Tax Industry","CAN",2017,4,"MBI","Carbon Pricing",3,2,0,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"825","Industry","EnergyEfficiencyMandates","CHE",2017,6,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"826","Industry","EnergyEfficiencyMandates","HUN",2017,6,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"827","Industry","EnergyEfficiencyMandates","ARG",2017,3,"NMBI","Other regulatory instruments",2,3,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"828","Industry","EnergyEfficiencyMandates","CHL",2017,4,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"829","Industry","ETS Industry","CAN",2017,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"830","Industry","Financing Mechanism Industry","CHE",2017,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"831","Industry","Financing Mechanism Industry","ARG",2017,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"832","Industry","Financing Mechanism Industry","NLD",2017,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"833","Industry","Financing Mechanism Industry","IDN",2017,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"834","Industry","Fossil Fuel Subsidies Industry","BRA",2017,5,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"835","Industry","Fossil Fuel Subsidies Industry","ZAF",2017,4,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"836","Industry","Fossil Fuel Subsidies Industry","ITA",2017,5,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"837","Industry","MEPS electric motors","PER",2017,3,"NMBI","Performance Standards",3,3,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"838","Industry","MEPS electric motors","SAU",2017,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"839","Transport","Bans and Phaseouts passenger cars ICE","NOR",2017,4,"NMBI","Technology Standards",2,2,0,1,1,"OECD","Ban & phase out of fossil cars","Ban","Technology Standards","Non-market","jump",1
"840","Transport","Bans and Phaseouts passenger cars ICE","FRA",2017,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil cars","Ban","Technology Standards","Non-market","jump",1
"841","Transport","Carbon Tax Transport","COL",2017,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",0
"842","Transport","Carbon Tax Transport","FRA",2017,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","slow_increase",1
"843","Transport","Excise Tax Transport","MEX",2017,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",0
"844","Transport","Financial support","AUT",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"845","Transport","Financial support","CZE",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"846","Transport","Financial support","DEU",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"847","Transport","Financial support","DNK",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"848","Transport","Financial support","ESP",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"849","Transport","Financial support","FRA",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"850","Transport","Financial support","GBR",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"851","Transport","Financial support","GRC",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"852","Transport","Financial support","HUN",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"853","Transport","Financial support","IDN",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"854","Transport","Financial support","IRL",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"855","Transport","Financial support","ITA",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"856","Transport","Financial support","ROU",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"857","Transport","Financial support","SVK",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"858","Transport","Financial support ","MEX",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"859","Transport","Financial support ","PRT",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"860","Transport","Fossil Fuel Subsidies Transport","BRA",2017,5,"MBI","Carbon Pricing",3,3,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"861","Transport","Investment in Rail Infrastructure","JPN",2017,6,"NMBI","Other NMBI",2,1,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"862","Transport","Investment in Rail Infrastructure","MEX",2017,8,"NMBI","Other NMBI",2,4,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",0
"863","Transport","Investment in Rail Infrastructure","NZL",2017,3,"NMBI","Other NMBI",2,-1,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"864","Transport","MEPS Transport","IND",2017,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"865","Transport","MEPS Transport","BRA",2017,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"866","Transport","Speed Limits","IND",2017,9,"NMBI","Other NMBI",9,9,1,1,1,"OECD","Speed limit","Speed limit","Other NMBI","Non-market","jump",0
"867","Transport","Taxation","GBR",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"868","Transport","Taxation","ESP",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"869","Transport","Taxation","ROU",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"870","Transport","Taxation","DNK",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"871","Buildings","BuildingEnergyCodes","RUS",2018,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",0
"872","Buildings","Carbon tax","ARG",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Carbon tax","Taxation","","Market","jump",0
"873","Buildings","Carbon Tax Buildings","FRA",2018,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"874","Buildings","ETS Buildings","JPN",2018,5,"MBI","Carbon Pricing",5,5,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"875","Buildings","ETS Buildings","JPN",2018,5,"MBI","Carbon Pricing",0,5,1,0,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"876","Buildings","ETS Buildings","JPN",2018,5,"MBI","Carbon Pricing",0,5,1,0,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"877","Buildings","ETS Buildings","JPN",2018,5,"MBI","Carbon Pricing",5,5,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"878","Buildings","Financial support","FRA",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"879","Buildings","Financing Mechanism Buildings","AUS",2018,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"880","Buildings","Financing Mechanism Buildings","FIN",2018,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"881","Buildings","Financing Mechanism Buildings","BRA",2018,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"882","Buildings","Fossil Fuel Subsides Buildings","COL",2018,5,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"883","Buildings","MEPS of appliances","CHL",2018,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"884","Buildings","Subsidy","NZL",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"885","Electricity","AirEmissionStandards","CHE",2018,9,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"886","Electricity","Auction","AUS",2018,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"887","Electricity","Auction","GRC",2018,6,"MBI","Subsidy",6,3,0,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"888","Electricity","Auction","DNK",2018,2,"MBI","Subsidy",2,-1,0,1,0,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"889","Electricity","Auction","FRA",2018,5,"MBI","Subsidy",2,5,0,1,0,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"890","Electricity","Auction","SAU",2018,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"891","Electricity","Auction","RUS",2018,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"892","Electricity","Auction","CHN",2018,5,"MBI","Subsidy",5,2,0,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"893","Electricity","BanPhaseOutCoal","ESP",2018,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"894","Electricity","BanPhaseOutCoal","IRL",2018,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"895","Electricity","BanPhaseOutCoal","CHL",2018,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",0
"896","Electricity","Excise Taxes Electricity","PRT",2018,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"897","Electricity","Feed-In-Tariffs","USA",2018,4,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"898","Electricity","PlanningRenewablesExpansion","DNK",2018,9,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"899","Electricity","PlanningRenewablesExpansion","CHE",2018,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"900","Electricity","PlanningRenewablesExpansion","AUT",2018,7,"NMBI","Other regulatory instruments",1,2,0,0,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"901","Electricity","PlanningRenewablesExpansion","ZAF",2018,9,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"902","Electricity","Renewable energy certificates","CHN",2018,7,"MBI","Subsidy",7,7,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",0
"903","Industry","Carbon Tax Industry","ARG",2018,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"904","Industry","EnergyEfficiencyMandates","BRA",2018,6,"NMBI","Other regulatory instruments",2,3,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"905","Industry","EnergyEfficiencyMandates","PER",2018,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"906","Industry","EnergyEfficiencyMandates","KOR",2018,8,"NMBI","Other regulatory instruments",7,7,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"907","Industry","EnergyEfficiencyMandates","CHL",2018,6,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"908","Industry","EnergyEfficiencyMandates","CHE",2018,8,"NMBI","Other regulatory instruments",2,7,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"909","Industry","ETS Industry","JPN",2018,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"910","Industry","Financing Mechanism Industry","FIN",2018,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"911","Industry","Fossil Fuel Subsidies Industry","ARG",2018,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"912","Industry","Fossil Fuel Subsidies Industry","MEX",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"913","Industry","MEPS electric motors","IND",2018,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"914","Transport","Bans and Phaseouts passenger cars ICE","DNK",2018,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out of fossil cars","Ban","Technology Standards","Non-market","jump",1
"915","Transport","Carbon Tax Transport","FRA",2018,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","slow_increase",1
"916","Transport","Carbon Tax Transport","ARG",2018,5,"MBI","Carbon Pricing",5,5,1,1,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",0
"917","Transport","Excise Tax Transport","GRC",2018,9,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"918","Transport","Financial support","NOR",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"919","Transport","Financial support","BRA",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"920","Transport","Financial support","BGR",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"921","Transport","Financial support","SWE",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"922","Transport","Investment in Rail Infrastructure","SVK",2018,5,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"923","Transport","Labels Passenger Cars","SAU",2018,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"924","Transport","Speed Limits","AUS",2018,9,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Speed limit","Speed limit","Other NMBI","Non-market","jump",1
"925","Transport","Taxation","SWE",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"926","Transport","Taxation","TUR",2018,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",0
"927","Buildings","Bans and Phaseouts Fossil Fuels Heating","IRL",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"928","Buildings","Bans and Phaseouts Fossil Fuels Heating","SVK",2019,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"929","Buildings","Bans and Phaseouts Fossil Fuels Heating","DEU",2019,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"930","Buildings","Bans and Phaseouts Fossil Fuels Heating","BEL",2019,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"931","Buildings","Bans and Phaseouts Fossil Fuels Heating","FRA",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"932","Buildings","Bans and Phaseouts Fossil Fuels Heating","DNK",2019,5,"NMBI","Technology Standards",3,3,0,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"933","Buildings","Bans and Phaseouts Fossil Fuels Heating","NLD",2019,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"934","Buildings","Bans and Phaseouts Fossil Fuels Heating","AUT",2019,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"935","Buildings","BuildingEnergyCodes","CHN",2019,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",0
"936","Buildings","Carbon Tax Buildings","CAN",2019,4,"MBI","Carbon Pricing",2,1,0,1,0,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"937","Buildings","Carbon Tax Buildings","ZAF",2019,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"938","Buildings","Financing Mechanism Buildings","GBR",2019,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"939","Buildings","Financing Mechanism Buildings","BEL",2019,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"940","Buildings","Financing Mechanism Buildings","NZL",2019,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"941","Electricity","Auction","COL",2019,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"942","Electricity","Auction","ARG",2019,5,"MBI","Subsidy",5,2,0,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"943","Electricity","Auction","PRT",2019,1,"MBI","Subsidy",1,1,1,0,0,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
